780100,780100,闵行河西
780101,780101,闵行河东
780102,780102,闵行秋实
780103,780103,闵行华闵
780104,780104,闵行图书馆
780105,780105,闵行大活
780200,780200,中北河西
780201,780201,中北河东
780202,780202,中北丽娃
780203,780203,中北教书院
780204,780204,中北图书馆
780205,780205,中北文史楼
